OTUID	Sa.F.D.28	Sa.F.D.30	Sa.F.D.33	Sa.F.D.35	Sa.M.D.27	Sa.M.D.29	Sa.M.D.31	Sa.M.D.32	Sa.M.D.36	Sb.F.D.37	Sb.F.D.39	Sb.F.D.44	Sb.F.D.45	Sb.M.D.38	Sb.M.D.41	Sb.M.D.42	Sb.M.D.43	Sb.M.D.46	Sa.F.R.72	Sa.F.R.73	Sa.F.R.76	Sa.F.R.80	Sa.F.R.82	Sa.F.R.83	Sa.F.R.84	Sa.M.R.74	Sa.M.R.75	Sa.M.R.77	Sa.M.R.79	Sa.M.R.81	Sb.F.R.88	Sb.F.R.89	Sb.F.R.90	Sb.F.R.92	Sb.F.R.96	Sb.F.R.97	Sb.F.R.99	Sb.M.R.85	Sb.M.R.86	Sb.M.R.87	Sb.M.R.91	Sb.M.R.93	Sb.M.R.94	Sb.M.R.95	Sb.M.R.98
e0de164f068eec4047a2a792c507d59d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0
81b50cbc69b355d6a2207d370e9634c5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	349	669	1170	725	1914	146	445	1053	871	627	334	1615	3100	1199	685	290	2387	1572	795	637	275	1514	2299	105	2489	1394
4bf00e139c44cbc092602139ad748f32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
86be7abd498e7aa97739942b47d450af	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0
d09ac2719179ce445475d19f361713b1	0	24	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	7	36	0	87	51	20	68	0	59	203	15	0	0	0	0	0	11	30	0	0	0	247	0	8	0	0	0
efa65267746b90035149e9d8f2b05fa6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7e3c84b60ad7ef14f778ec55d801fd89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0
0749b2689012ad8138ba063e33e0fc8a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	40	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
304db80bed00f5f3cbc01ec11fa7361b	30	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	0	0
96bb6cb29fc6697eda7aae48f3a0fae3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	16	0	0	21	89	0	0	0	0	37	91	0	0	0	0	0	0	0	0	0	0	0
3eb37b3c38e5a8a0ad044b8b348d36df	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
b8434e91b093bfbbec4cab80705bb363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d582a7448037a55387ba0ce001f69a93	0	0	0	10	0	0	0	0	8	0	26	0	0	0	0	12	0	13	5	13	0	31	0	20	11	0	42	37	13	0	0	33	27	64	0	15	0	13	0	57	56	49	23	0	29
19403bde777b6a4f7864e1d1e27a3659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0
90955c9a25586ea8bbd94f170dc54663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0
6904a9fd0e9954b42efed9799fb1cc51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	196	0	56	0	0	113	53	0	66	48	155	46	36	0
dfca5d9f3589c52149da64b1971f71b7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
b160fa6f8f4aff7d0b3543ac3620f3e7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
32ab1812bd3770f4b7f6aad7273783da	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	854	0	0	0	0	17	36	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5ad26e796590bef0ac923e44eef1a22b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	9	0	0
614a173f62f27842173adb6913bb3db5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a718d69a004061291d499b270b0ca6ed	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ab37861a579863cd2498da8b71927083	0	342	0	0	0	0	0	0	0	30	16	174	183	99	0	108	95	59	0	136	16	248	51	768	66	0	130	95	37	161	50	3057	87	345	35	1246	1666	1949	304	48	148	208	1184	50	381
445306e98fa77208d9ecc9110ae70f66	0	0	0	0	0	0	0	0	0	14	42	0	0	57	33	0	0	27	32	71	0	51	48	35	0	0	0	252	44	52	167	308	86	12	0	0	0	177	0	1379	147	86	0	120	189
c5939958112c8c595827435675cb7e1d	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	24	58	0	0	0	0	244	0	0	0	0
f00521118279674c22ea89bdee92e108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d25d6c19b86e69a7abcc5970f02f7588	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
efaee2ba7fe65752f3e0ff00b9695284	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	13	0	0	0	0	0	0	0	0	41	0	25	0	0	0	0	0	0	0	0	0	17	0	0	54	16	26	0
96ea7ef5fefb8df329989b783923d4dc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0bbf49d3eff64a79a671c568daa58d6d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	10	0	0	0	0	0	0	0
eda222137098eaf00cb01cd7757f3507	174	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	17	60	64	0	9	141	207	0	0	0	173	9	0	0	0	0	31	0	0	0	0	48	0	0
ffbb8c1350bd4458683c4cc180d8de07	0	0	0	0	0	0	0	0	0	0	0	107	61	0	0	85	35	0	0	0	0	0	0	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
44e43bca76ab21066075bb6c577297b0	0	0	0	0	0	0	0	0	0	22	0	0	33	0	0	15	36	0	0	0	12	0	43	0	0	45	0	0	0	20	21	339	1735	376	0	0	0	268	53	24	34	71	0	156	26
7046389df4f010e281130ee94e13e6e5	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0	0	0	0	27	0	79	272	13	11	0	0	0	0	0	0	0	13	0	85	0	0	0	0	0
95f40eeca0c53bc89a1bd9b8e3a31920	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1412666b5554a1b0baf5335abd6ff0fb	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0
8fc0fabfdf5e0826776c43e192eaeaf5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
906194542e0e0dcf3cdeedbddf62c978	127	59	0	0	17	0	0	96	0	0	14	0	13	0	0	34	25	0	0	75	0	17	0	46	0	12	148	327	12	33	67	633	83	40	12	223	302	257	217	10	36	31	58	168	42
3ad6547571f8d4ab155fb6d5dc33b562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d550c4988a053b97ddd5ef8fe8d1c875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	7	0	0	0	0	0	28	0	0
a670161f3c289657fc1cd01c5742575e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
063f8ff47efd21f1ac41319c49339b00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	31	19	0	0	0	0	0	0	0
655385616244d27417bc34f6b31ed230	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
77f3addd3e10ec491c7f7d9d790d02f6	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c8c201cf669c528f272fad7379a025bb	6	0	0	0	0	0	0	0	0	0	0	6	0	8	0	0	0	0	0	0	0	0	6	13	0	0	12	5	0	0	0	20	16	12	0	0	0	0	0	21	13	26	9	12	16
db9ba4796c990ea5e49e8ef495a92635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
f3117950fb849040b3f3c80a5a055cc4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
e305e68d82ce28587688e21479664794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
60a616e7255402528d2729f70853a34a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	8	0	0
3e8379736f1e8466c77b91217ef15d39	0	0	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
df5c1ef25ab497ab767dcbb6be082f83	0	22	0	18	54	0	359	0	21	66	348	82	62	43	85	45	105	45	0	80	6	0	121	151	328	10	175	432	35	121	208	95	23	6	61	73	130	119	192	399	106	7	0	221	252
298b48890e13bac2605879d711608e22	0	0	0	0	0	0	0	0	0	0	8	0	9	0	0	0	0	0	4	12	0	0	0	0	0	0	0	13	0	0	0	7	7	0	0	0	11	14	0	0	0	9	15	14	0
1d2ad94e29f958bb8a3166d3dd57f549	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	34	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
951082ca84ea0264a6499ecf356b4d5a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
630860d80a9dc35ed55113eeb8a3e761	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
0c73e422dee03e527c532265dcb2a7a7	0	0	0	0	0	0	0	0	0	0	17	15	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0
cacc99e00ecf6f65457fb252ecc53011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0
0bf0743fbbcffbbcebe02a5d565231ef	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1c7602e9ddac8d881edb5fa0b74aa57a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
0a55ab9827a6d0ebc61bbb4c07ec938c	64	36	13	31	23	25	34	0	24	0	24	62	0	24	0	0	17	38	12	44	0	50	61	68	17	32	27	102	0	28	0	171	134	0	10	49	44	51	0	227	43	141	0	48	0
3c3f93fa01dc6c4d92280a8141380f15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
a7773d30c5a2009a19ba2df73fe658c1	0	0	0	0	0	0	0	0	0	0	0	69	47	0	0	57	45	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30b74bea9fd85e5c58cbba2378e58b59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	172	0	0	1	118	0	0	0	80	0	0	0	5	0	0	0	0	0
1d184be19348e946276b0fef79042ecc	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	33	27	21	42	0	42	42	0	0	33	0	41	0	28	90	0	15	66	0	64	36	0	0
4e44c40ec88103ebb8cf8af36ecf1289	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
b53dadcf85a9683d5b9905c2f716a4d1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0
af06159964dcec994c779e9ad1d71f42	0	0	0	0	0	0	0	0	0	6	0	33	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	61	101	0	0	0	0	206	26	27	24	54	0	0	56	102
f668bc6ea92a3854633fc3e8b5beb52d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
244107d6482aeb20bd564cf2c0b31881	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	5	5	0	0	0	0	0	0	0	20	0	0	0
16de604c828c1720af35409ce302ae71	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	13	0	0	13	0	0	0	0	0	0	11	0	79
5523dee12dc4794171906e29d84b6b5f	0	0	0	47	0	0	0	0	0	0	14	35	16	5	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	7	5	40	0	16	29	171	0	1	0	118	7	0	0	3
f5d4a282207b84e7bb02dacc0df4683b	0	0	0	0	0	0	28	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
df1342d5daac2bdae90c89c668168929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	28	35	0	0	74	0	0	0	54	0	77
931767f5b10145923eab292be11e0d05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
f3a93eb61dcac2de3c661ca0e785c6cc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1c1bfd8f6310d5896d722a1420f5a107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
887e0dd6a2c033000418b0c302780ca1	0	0	0	0	0	0	0	0	0	0	13	41	0	76	0	46	0	0	0	67	0	83	53	89	0	0	0	140	81	0	50	127	0	103	31	0	62	50	42	56	241	0	28	44	71
5ba814928a204ee6f93916ada4377498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ed2ccafc81e41f28f86a22a26f3086ef	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0
39c689289208bcf9c5d7a71f2254db3b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0
5197bda5a284fcb25f043e060d354a76	41	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ab90ac683e9423b8edca9ee11b5d129f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
fec7d8914d49f8b957194588ef43577b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	52	0	0	0	0	79	0	0	0	0	0	38	0	0	0	0	35	0	0
e37ec4a6a4ef4c62badf6de539e2545e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28950392480175d18f998b8490212d9f	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	16	0	8	52	0	0	0	10	0	147	28	184	117	0	59	129	39	41	0	5	168	40	7	51	28	578	35	15	58
412292dba0332df0eae4cdf0b09eb6db	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	32	0	591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6fa1469e119cf748ea6ff837cdbb3966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0
2f8bc825ba3e38a519a853a3ac991f1c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ff49d394d956e72bebdabe4d4b13db43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8e178c67cbff9ba7385ce633fe3c742f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	27	11	0	0	38	0	22	2280	53	27	0	0	0	0	0	0	0	27	0	0	0	55	0	0	0	0
bebbcce08fe7895a3d5f9734a182eafc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
94befefd58b96b9f30c476dabd6beac5	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4dbf5aa476c0d2c95cd1889fba82049e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	1664	126	19	0	0	0	198	207	9362	177	64	0	85	0	0	0	33	0	280	0	0	0	272	0	0	0
2914650a1255aa929a0f18e5a9a6cfa2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0
a16986411ff8c5714b2ba245262b5f95	59	0	32	110	32	66	0	197	0	0	0	0	46	66	29	71	0	0	19	475	0	128	84	76	69	141	257	704	34	54	0	98	914	0	143	89	69	72	0	0	47	670	79	24	0
2f08b82ec9f4a2ab61dd980df34c305f	0	0	0	16	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	41	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	12	0
c42cdaa282be84d448df1871dbe6ea5b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
35d8befe2a06f232394186b95e8c1413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0
f8ff411f258ad95700806a780102aad4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	14	0	0	0	2	6	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0
d2bc256d34795bf5f9b7aabedeabad10	0	24	0	0	22	0	20	6	43	0	10	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	12	163	0	0	54	175	11	0	0	34	107	62	69	0	81	0	0	0	51
793d66e73077579214a1236cbd4f4ac3	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6054dc8879e0571c8632c88446c873d0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c46bb283ed5b152ed1195c839b17e184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bf141f3e26b9dacd0031e06f7f4c5d73	0	0	0	0	0	0	0	25	183	0	0	0	44	0	14	20	0	0	0	54	47	0	63	33	41	59	44	77	0	0	72	14	840	698	18	85	35	0	13	0	68	27	0	219	97
ef62ea4fdf71f8aaed2a6302cd24a663	0	0	0	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	5	6	0	0	0	0	0	0	0	0	0	159	0	0	0	0	0
1a8f4993172e15385c6d8641d4357f27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0
d0a641c0e30d3c2f5b1e191958edb292	0	0	9	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0
6762f067004d6aaf03e131384f3d934c	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
49864a5c88f216801f4aedf73cbf722f	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	52	0	4	0	0	0	0	10	0	49	8	0	41	40	0	0	0	258	0	0	0	0	0	0	0	0	0	0	43	0
571e183929f49d4a30051114fc692ae4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	10	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0
544b63f2ddaa7d2c7b38c31d2319d5f9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
aa33fc296ba4b305eda901fc7cffddce	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	22	0	0	0	0	0	0	0	0	0	0	8	0	0	0
e872f98a41e86a9ee72b5bb076bc654e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4b87d617037fa67943dffc6a3c61d1c8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
95950ff93200ad50eea78845f8f1e3bd	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
81fe616f0ed61e1051455e5ef3eb2de3	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	325
95d9d76d1d2fde3008a747db043a9719	0	54	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	25	0	0	0	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8d6a38a97a6a33d97302a6ab3404a70e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	0	0	1	127
037ba741716f5d4107cde1d87b8b8f2f	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3ae7d1db0bdd038eb619b17613c49d26	0	0	0	0	0	0	0	0	0	0	0	10	0	134	0	15	0	10	0	66	0	32	0	24	33	14	13	586	12	0	0	25	13	20	6	0	0	19	0	0	0	26	84	23	0
